id,label,geonames/0/label,geonames/0/uri,geonames/0/superclass_uri,wordnet/labelsense,wordnet/labelsense_n,wordnet/synsets/0/uri,wordnet/synsets/0/tagcount,wordnet/synsets/0/superclass_uri,dbpedia/0/label,dbpedia/0/uri,dbpedia/0/superclass_uri,wordnet/synsets/1/uri,wordnet/synsets/1/tagcount,wordnet/synsets/1/superclass_uri,wordnet/synsets/2/uri,wordnet/synsets/2/tagcount,wordnet/synsets/2/superclass_uri,geonames/1/label,geonames/1/uri,geonames/1/superclass_uri,geonames/2/label,geonames/2/uri,geonames/2/superclass_uri,wordnet/synsets/3/uri,wordnet/synsets/3/tagcount,wordnet/synsets/3/superclass_uri,wordnet/synsets/4/uri,wordnet/synsets/4/tagcount,wordnet/synsets/4/superclass_uri,dbpedia/1/label,dbpedia/1/uri,dbpedia/1/superclass_uri
pv291,chicken coop,,,,http://wordnet-rdf.princeton.edu/wn31/chicken+coop-n,1,http://wordnet-rdf.princeton.edu/wn31/103020043-n,0,http://wordnet-rdf.princeton.edu/wn31/103327515-n,,,,,,,,,,,,,,,,,,,,,,,,
pv292,chophouse,,,,http://wordnet-rdf.princeton.edu/wn31/chophouse-n,1,http://wordnet-rdf.princeton.edu/wn31/104315016-n,0,http://wordnet-rdf.princeton.edu/wn31/104088393-n,,,,,,,,,,,,,,,,,,,,,,,,
pv293,chrome mine,chrome mine(s),http://www.geonames.org/ontology#S.MNCR,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv294,chuckhole,,,,http://wordnet-rdf.princeton.edu/wn31/chuckhole-n,1,http://wordnet-rdf.princeton.edu/wn31/109420951-n,0,http://wordnet-rdf.princeton.edu/wn31/109327656-n,,,,,,,,,,,,,,,,,,,,,,,,
pv295,church,church,http://www.geonames.org/ontology#S.CH,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/church-n,4,http://wordnet-rdf.princeton.edu/wn31/103031762-n,59,http://wordnet-rdf.princeton.edu/wn31/103959692-n,church,http://dbpedia.org/ontology/Church,http://dbpedia.org/ontology/ReligiousBuilding,,,,,,,,,,,,,,,,,,,,,
pv296,church building,,,,http://wordnet-rdf.princeton.edu/wn31/church+building-n,1,http://wordnet-rdf.princeton.edu/wn31/103031762-n,0,http://wordnet-rdf.princeton.edu/wn31/103959692-n,,,,,,,,,,,,,,,,,,,,,,,,
pv297,churchyard,,,,http://wordnet-rdf.princeton.edu/wn31/churchyard-n,1,http://wordnet-rdf.princeton.edu/wn31/108664929-n,5,http://wordnet-rdf.princeton.edu/wn31/108702032-n,,,,,,,,,,,,,,,,,,,,,,,,
pv298,cinema,,,,http://wordnet-rdf.princeton.edu/wn31/cinema-n,2,http://wordnet-rdf.princeton.edu/wn31/103036237-n,0,http://wordnet-rdf.princeton.edu/wn31/104424944-n,,,,,,,,,,,,,,,,,,,,,,,,
pv299,circle,,,,http://wordnet-rdf.princeton.edu/wn31/circle-n,7,http://wordnet-rdf.princeton.edu/wn31/104473168-n,0,http://wordnet-rdf.princeton.edu/wn31/103610935-n,,,,,,,,,,,,,,,,,,,,,,,,
pv300,circus,,,,http://wordnet-rdf.princeton.edu/wn31/circus-n,5,http://wordnet-rdf.princeton.edu/wn31/103038845-n,0,http://wordnet-rdf.princeton.edu/wn31/102739516-n,,,,,,,,,,,,,,,,,,,,,,,,
pv301,cirque,cirque,http://www.geonames.org/ontology#T.CRQ,http://www.geonames.org/ontology#T,http://wordnet-rdf.princeton.edu/wn31/cirque-n,1,http://wordnet-rdf.princeton.edu/wn31/109268421-n,0,http://wordnet-rdf.princeton.edu/wn31/109238344-n,,,,,,,,,,,,,,,,,,,,,,,,
pv302,cirques,cirques,http://www.geonames.org/ontology#T.CRQS,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv303,city,,,,http://wordnet-rdf.princeton.edu/wn31/city-n,3,http://wordnet-rdf.princeton.edu/wn31/108542298-n,103,http://wordnet-rdf.princeton.edu/wn31/108643858-n,city,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Settlement,,,,,,,,,,,,,,,,,,,,,
pv304,city district,,,,,,,,,city district,http://dbpedia.org/ontology/CityDistrict,http://dbpedia.org/ontology/Settlement,,,,,,,,,,,,,,,,,,,,,
pv305,city hall,,,,http://wordnet-rdf.princeton.edu/wn31/city+hall-n,1,http://wordnet-rdf.princeton.edu/wn31/103040007-n,0,http://wordnet-rdf.princeton.edu/wn31/103483839-n,,,,,,,,,,,,,,,,,,,,,,,,
pv306,civic center,,,,http://wordnet-rdf.princeton.edu/wn31/civic+center-n,2,http://wordnet-rdf.princeton.edu/wn31/103082510-n,1,http://wordnet-rdf.princeton.edu/wn31/102997001-n,,,,,,,,,,,,,,,,,,,,,,,,
pv307,clearing,clearing,http://www.geonames.org/ontology#L.CLG,http://www.geonames.org/ontology#L,http://wordnet-rdf.princeton.edu/wn31/clearing-n,3,http://wordnet-rdf.princeton.edu/wn31/108558851-n,3,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv308,cleft,cleft(s),http://www.geonames.org/ontology#T.CFT,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv309,clerical administrative region,,,,,,,,,clerical administrative region,http://dbpedia.org/ontology/ClericalAdministrativeRegion,http://dbpedia.org/ontology/AdministrativeRegion,,,,,,,,,,,,,,,,,,,,,
pv310,cliff,cliff(s),http://www.geonames.org/ontology#T.CLF,http://www.geonames.org/ontology#T,http://wordnet-rdf.princeton.edu/wn31/cliff-n,1,http://wordnet-rdf.princeton.edu/wn31/109269370-n,3,http://wordnet-rdf.princeton.edu/wn31/109310874-n,,,,,,,,,,,,,,,,,,,,,,,,
pv311,climatic zone,,,,http://wordnet-rdf.princeton.edu/wn31/climatic+zone-n,1,http://wordnet-rdf.princeton.edu/wn31/108559644-n,0,http://wordnet-rdf.princeton.edu/wn31/108559404-n,,,,,,,,,,,,,,,,,,,,,,,,
pv312,climb,,,,http://wordnet-rdf.princeton.edu/wn31/climb-n,3,http://wordnet-rdf.princeton.edu/wn31/109229873-n,0,http://wordnet-rdf.princeton.edu/wn31/109460358-n,,,,,,,,,,,,,,,,,,,,,,,,
pv313,clinic,clinic,http://www.geonames.org/ontology#S.HSPC,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/clinic-n,3,http://wordnet-rdf.princeton.edu/wn31/103047259-n,0,http://wordnet-rdf.princeton.edu/wn31/103745009-n,,,,,,,,,,,,,,,,,,,,,,,,
pv314,cloister,,,,http://wordnet-rdf.princeton.edu/wn31/cloister-n,2,http://wordnet-rdf.princeton.edu/wn31/104081060-n,0,http://wordnet-rdf.princeton.edu/wn31/104086356-n,,,,,,,,,,,,,,,,,,,,,,,,
pv315,cloverleaf,,,,http://wordnet-rdf.princeton.edu/wn31/cloverleaf-n,1,http://wordnet-rdf.princeton.edu/wn31/103057148-n,0,http://wordnet-rdf.princeton.edu/wn31/103582987-n,,,,,,,,,,,,,,,,,,,,,,,,
pv316,club,,,,http://wordnet-rdf.princeton.edu/wn31/club-n,7,http://wordnet-rdf.princeton.edu/wn31/103058296-n,2,http://wordnet-rdf.princeton.edu/wn31/102916498-n,,,,,,,,,,,,,,,,,,,,,,,,
pv317,clubhouse,,,,http://wordnet-rdf.princeton.edu/wn31/clubhouse-n,1,http://wordnet-rdf.princeton.edu/wn31/103058296-n,2,http://wordnet-rdf.princeton.edu/wn31/102916498-n,,,,,,,,,,,,,,,,,,,,,,,,
pv318,coach house,,,,http://wordnet-rdf.princeton.edu/wn31/coach+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103059842-n,0,http://wordnet-rdf.princeton.edu/wn31/103864800-n,,,,,,,,,,,,,,,,,,,,,,,,
pv319,coal house,,,,http://wordnet-rdf.princeton.edu/wn31/coal+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103060273-n,0,http://wordnet-rdf.princeton.edu/wn31/104194590-n,,,,,,,,,,,,,,,,,,,,,,,,
pv320,coal mine,coal mine(s),http://www.geonames.org/ontology#S.MNC,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv321,coalfield,coalfield,http://www.geonames.org/ontology#L.COLF,http://www.geonames.org/ontology#L,http://wordnet-rdf.princeton.edu/wn31/coalfield-n,1,http://wordnet-rdf.princeton.edu/wn31/108677294-n,0,http://wordnet-rdf.princeton.edu/wn31/108677077-n,,,,,,,,,,,,,,,,,,,,,,,,
pv322,coast,coast,http://www.geonames.org/ontology#L.CST,http://www.geonames.org/ontology#L,http://wordnet-rdf.princeton.edu/wn31/coast-n,4,http://wordnet-rdf.princeton.edu/wn31/109451197-n,20,http://wordnet-rdf.princeton.edu/wn31/109456346-n,,,,http://wordnet-rdf.princeton.edu/wn31/109271059-n, 0,http://wordnet-rdf.princeton.edu/wn31/109460358-n,,,,,,,,,,,,,,,,,,
pv323,coast guard station,coast guard station,http://www.geonames.org/ontology#S.STNC,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv324,coastal plain,,,,http://wordnet-rdf.princeton.edu/wn31/coastal+plain-n,1,http://wordnet-rdf.princeton.edu/wn31/109271200-n,0,http://wordnet-rdf.princeton.edu/wn31/109357302-n,,,,,,,,,,,,,,,,,,,,,,,,
pv325,coconut grove,coconut grove,http://www.geonames.org/ontology#V.GRVC,http://www.geonames.org/ontology#V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv326,coffee bar,,,,http://wordnet-rdf.princeton.edu/wn31/coffee+bar-n,1,http://wordnet-rdf.princeton.edu/wn31/102939042-n,0,http://wordnet-rdf.princeton.edu/wn31/104088393-n,,,,,,,,,,,,,,,,,,,,,,,,
pv327,coffee shop,,,,http://wordnet-rdf.princeton.edu/wn31/coffee+shop-n,1,http://wordnet-rdf.princeton.edu/wn31/102939042-n,2,http://wordnet-rdf.princeton.edu/wn31/104088393-n,,,,,,,,,,,,,,,,,,,,,,,,
pv328,coffeehouse,,,,http://wordnet-rdf.princeton.edu/wn31/coffeehouse-n,1,http://wordnet-rdf.princeton.edu/wn31/102939042-n,1,http://wordnet-rdf.princeton.edu/wn31/104088393-n,,,,,,,,,,,,,,,,,,,,,,,,
pv329,collector,,,,http://wordnet-rdf.princeton.edu/wn31/collector-n,4,http://wordnet-rdf.princeton.edu/wn31/109272061-n,1,http://wordnet-rdf.princeton.edu/wn31/109282125-n,,,,,,,,,,,,,,,,,,,,,,,,
pv330,college,college,http://www.geonames.org/ontology#S.SCHC,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv331,colony,,,,http://wordnet-rdf.princeton.edu/wn31/colony-n,5,http://wordnet-rdf.princeton.edu/wn31/108516868-n,0,http://wordnet-rdf.princeton.edu/wn31/108591861-n,,,,http://wordnet-rdf.princeton.edu/wn31/108531343-n,0,http://wordnet-rdf.princeton.edu/wn31/108530790-n,http://wordnet-rdf.princeton.edu/wn31/109070916-n,0,http://wordnet-rdf.princeton.edu/wn31/108591861-n,,,,,,,,,,,,,,,
pv332,columbarium,,,,http://wordnet-rdf.princeton.edu/wn31/columbarium-n,3,http://wordnet-rdf.princeton.edu/wn31/103077549-n,0,http://wordnet-rdf.princeton.edu/wn31/104530985-n,,,,,,,,,,,,,,,,,,,,,,,,
pv333,common,common,http://www.geonames.org/ontology#L.CMN,http://www.geonames.org/ontology#L,http://wordnet-rdf.princeton.edu/wn31/common-n,1,http://wordnet-rdf.princeton.edu/wn31/108632949-n,1,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,,,,,,,,,,,,,,,,,,,,,
pv334,common land,,,,http://wordnet-rdf.princeton.edu/wn31/common+land-n,1,http://wordnet-rdf.princeton.edu/wn31/108559867-n,0,http://wordnet-rdf.princeton.edu/wn31/108633625-n,,,,,,,,,,,,,,,,,,,,,,,,
pv335,commons,,,,http://wordnet-rdf.princeton.edu/wn31/commons-n,3,http://wordnet-rdf.princeton.edu/wn31/108632949-n,0,http://wordnet-rdf.princeton.edu/wn31/108691133-n,,,,http://wordnet-rdf.princeton.edu/wn31/108559867-n,0,http://wordnet-rdf.princeton.edu/wn31/108633625-n,,,,,,,,,,,,,,,,,,
pv336,communication center,communication center,http://www.geonames.org/ontology#S.COMC,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv337,community,,,,,,,,,Community,http://dbpedia.org/ontology/Community,http://dbpedia.org/ontology/Place,,,,,,,,,,,,,,,,,,,,,
pv338,community center,community center,http://www.geonames.org/ontology#S.CTRCM,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/community+center-n,1,http://wordnet-rdf.princeton.edu/wn31/103082510-n,0,http://wordnet-rdf.princeton.edu/wn31/102997001-n,,,,,,,,,,,,,,,,,,,,,,,,
pv339,concession area,concession area,http://www.geonames.org/ontology#L.CNS,http://www.geonames.org/ontology#L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv340,cone,cone(s),http://www.geonames.org/ontology#T.CONE,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv341,conference center,,,,http://wordnet-rdf.princeton.edu/wn31/conference+center-n,1,http://wordnet-rdf.princeton.edu/wn31/103094209-n,0,http://wordnet-rdf.princeton.edu/wn31/102997001-n,,,,,,,,,,,,,,,,,,,,,,,,
pv342,conference house,,,,http://wordnet-rdf.princeton.edu/wn31/conference+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103094209-n,2,http://wordnet-rdf.princeton.edu/wn31/102997001-n,,,,,,,,,,,,,,,,,,,,,,,,
pv343,confluence,confluence,http://www.geonames.org/ontology#H.CNFL,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv344,confluent,,,,http://wordnet-rdf.princeton.edu/wn31/confluent-n,1,http://wordnet-rdf.princeton.edu/wn31/109301903-n,0,http://wordnet-rdf.princeton.edu/wn31/109251231-n,,,,,,,,,,,,,,,,,,,,,,,,
pv345,conservatoire,,,,http://wordnet-rdf.princeton.edu/wn31/conservatoire-n,1,http://wordnet-rdf.princeton.edu/wn31/103096770-n,0,http://wordnet-rdf.princeton.edu/wn31/104153115-n,,,,,,,,,,,,,,,,,,,,,,,,
pv346,conservatory,,,,http://wordnet-rdf.princeton.edu/wn31/conservatory-n,3,http://wordnet-rdf.princeton.edu/wn31/103096770-n,0,http://wordnet-rdf.princeton.edu/wn31/104153115-n,,,,http://wordnet-rdf.princeton.edu/wn31/103096622-n,0,http://wordnet-rdf.princeton.edu/wn31/103462844-n,,,,,,,,,,,,,,,,,,
pv347,consulate,,,,http://wordnet-rdf.princeton.edu/wn31/consulate-n,1,http://wordnet-rdf.princeton.edu/wn31/103097883-n,0,http://wordnet-rdf.princeton.edu/wn31/103208490-n,,,,,,,,,,,,,,,,,,,,,,,,
pv348,continent,continent,http://www.geonames.org/ontology#L.CONT,http://www.geonames.org/ontology#L,http://wordnet-rdf.princeton.edu/wn31/continent-n,1,http://wordnet-rdf.princeton.edu/wn31/109277520-n,5,http://wordnet-rdf.princeton.edu/wn31/109358822-n,continent,http://dbpedia.org/ontology/Continent,http://dbpedia.org/ontology/PopulatedPlace,,,,,,,,,,,,,,,,,,,,,
pv349,continental glacier,,,,http://wordnet-rdf.princeton.edu/wn31/continental+glacier-n,1,http://wordnet-rdf.princeton.edu/wn31/109277976-n,0,http://wordnet-rdf.princeton.edu/wn31/109312237-n,,,,,,,,,,,,,,,,,,,,,,,,
pv350,continental rise,continental rise,http://www.geonames.org/ontology#U.CRSU,http://www.geonames.org/ontology#U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv351,continental shelf,,,,http://wordnet-rdf.princeton.edu/wn31/continental+shelf-n,1,http://wordnet-rdf.princeton.edu/wn31/109278113-n,0,http://wordnet-rdf.princeton.edu/wn31/109399438-n,,,,,,,,,,,,,,,,,,,,,,,,
pv352,continental slope,,,,http://wordnet-rdf.princeton.edu/wn31/continental+slope-n,1,http://wordnet-rdf.princeton.edu/wn31/109278249-n,0,http://wordnet-rdf.princeton.edu/wn31/109399438-n,,,,,,,,,,,,,,,,,,,,,,,,
pv353,control center,,,,http://wordnet-rdf.princeton.edu/wn31/control+center-n,1,http://wordnet-rdf.princeton.edu/wn31/103102013-n,0,http://wordnet-rdf.princeton.edu/wn31/102997001-n,,,,,,,,,,,,,,,,,,,,,,,,
pv354,conurbation,,,,http://wordnet-rdf.princeton.edu/wn31/conurbation-n,1,http://wordnet-rdf.princeton.edu/wn31/108557280-n,0,http://wordnet-rdf.princeton.edu/wn31/108693705-n,,,,,,,,,,,,,,,,,,,,,,,,
pv355,convent,convent,http://www.geonames.org/ontology#S.CVNT,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/convent-n,2,http://wordnet-rdf.princeton.edu/wn31/103104105-n,1,http://wordnet-rdf.princeton.edu/wn31/104081060-n,,,,,,,,,,,,,,,,,,,,,,,,
pv356,conventicle,,,,http://wordnet-rdf.princeton.edu/wn31/conventicle-n,2,http://wordnet-rdf.princeton.edu/wn31/103104273-n,0,http://wordnet-rdf.princeton.edu/wn31/103959692-n,,,,,,,,,,,,,,,,,,,,,,,,
pv357,coop,,,,http://wordnet-rdf.princeton.edu/wn31/coop-n,2,http://wordnet-rdf.princeton.edu/wn31/103020043-n,2,http://wordnet-rdf.princeton.edu/wn31/103327515-n,,,,,,,,,,,,,,,,,,,,,,,,
pv358,copper mine,copper mine(s),http://www.geonames.org/ontology#S.MNCU,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv359,copper works,copper works,http://www.geonames.org/ontology#S.MFGCU,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv360,coral reef,coral reef(s),http://www.geonames.org/ontology#H.RFC,http://www.geonames.org/ontology#H,http://wordnet-rdf.princeton.edu/wn31/coral+reef-n,1,http://wordnet-rdf.princeton.edu/wn31/109279385-n,0,http://wordnet-rdf.princeton.edu/wn31/109429671-n,,,,,,,,,,,,,,,,,,,,,,,,
pv361,cordillera,cordillera,http://www.geonames.org/ontology#U.CDAU,http://www.geonames.org/ontology#U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv362,corn field,,,,http://wordnet-rdf.princeton.edu/wn31/corn+field-n,1,http://wordnet-rdf.princeton.edu/wn31/108562294-n,0,http://wordnet-rdf.princeton.edu/wn31/108596880-n,,,,,,,,,,,,,,,,,,,,,,,,
pv363,corner,,,,http://wordnet-rdf.princeton.edu/wn31/corner-n,11,http://wordnet-rdf.princeton.edu/wn31/103114137-n,9,http://wordnet-rdf.princeton.edu/wn31/103586294-n,,,,,,,,,,,,,,,,,,,,,,,,
pv364,cornfield,,,,http://wordnet-rdf.princeton.edu/wn31/cornfield-n,1,http://wordnet-rdf.princeton.edu/wn31/108562294-n,1,http://wordnet-rdf.princeton.edu/wn31/108596880-n,,,,,,,,,,,,,,,,,,,,,,,,
pv365,corral,corral(s),http://www.geonames.org/ontology#S.CRRL,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv366,corridor,corridor,http://www.geonames.org/ontology#T.CRDR,http://www.geonames.org/ontology#T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv367,corrie,,,,http://wordnet-rdf.princeton.edu/wn31/corrie-n,1,http://wordnet-rdf.princeton.edu/wn31/109268421-n,0,http://wordnet-rdf.princeton.edu/wn31/109238344-n,,,,,,,,,,,,,,,,,,,,,,,,
pv368,cottage,,,,http://wordnet-rdf.princeton.edu/wn31/cottage-n,1,http://wordnet-rdf.princeton.edu/wn31/102923176-n,4,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv369,cotton plantation,cotton plantation,http://www.geonames.org/ontology#S.ESTC,http://www.geonames.org/ontology#S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv370,country,,,,http://wordnet-rdf.princeton.edu/wn31/country-n,5,http://wordnet-rdf.princeton.edu/wn31/108662297-n,11,http://wordnet-rdf.princeton.edu/wn31/108591861-n,country,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/PopulatedPlace,,,,,,,,,,,,,,,,,,,,,
pv371,country house,country house,http://www.geonames.org/ontology#S.HSEC,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/country+house-n,1,http://wordnet-rdf.princeton.edu/wn31/103123620-n,0,http://wordnet-rdf.princeton.edu/wn31/103549540-n,,,,,,,,,,,,,,,,,,,,,,,,
pv372,countryside,,,,http://wordnet-rdf.princeton.edu/wn31/countryside-n,1,http://wordnet-rdf.princeton.edu/wn31/108662608-n,2,http://wordnet-rdf.princeton.edu/wn31/108662297-n,,,,,,,,,,,,,,,,,,,,,,,,
pv373,court,,,,http://wordnet-rdf.princeton.edu/wn31/court-n,10,http://wordnet-rdf.princeton.edu/wn31/103796288-n,0,http://wordnet-rdf.princeton.edu/wn31/103547513-n,,,,http://wordnet-rdf.princeton.edu/wn31/103125142-n,2,http://wordnet-rdf.princeton.edu/wn31/108588287-n,http://wordnet-rdf.princeton.edu/wn31/103125691-n,0,http://wordnet-rdf.princeton.edu/wn31/104086356-n,,,,,,,,,,,,,,,
pv374,courthouse,courthouse,http://www.geonames.org/ontology#S.CTHSE,http://www.geonames.org/ontology#S,http://wordnet-rdf.princeton.edu/wn31/courthouse-n,2,http://wordnet-rdf.princeton.edu/wn31/103125949-n,0,http://wordnet-rdf.princeton.edu/wn31/103550330-n,,,,http://wordnet-rdf.princeton.edu/wn31/103126082-n,0,http://wordnet-rdf.princeton.edu/wn31/103454508-n,,,,,,,,,,,,,,,,,,
pv375,cove,cove(s),http://www.geonames.org/ontology#H.COVE,http://www.geonames.org/ontology#H,http://wordnet-rdf.princeton.edu/wn31/cove-n,2,http://wordnet-rdf.princeton.edu/wn31/109280749-n,0,http://wordnet-rdf.princeton.edu/wn31/109261832-n,,,,http://wordnet-rdf.princeton.edu/wn31/109280667-n,1,http://wordnet-rdf.princeton.edu/wn31/109336622-n,,,,,,,,,,,,,,,,,,
pv376,cow barn,,,,http://wordnet-rdf.princeton.edu/wn31/cow+barn-n,1,http://wordnet-rdf.princeton.edu/wn31/103128460-n,0,http://wordnet-rdf.princeton.edu/wn31/102796518-n,,,,,,,,,,,,,,,,,,,,,,,,
pv377,cow pasture,,,,http://wordnet-rdf.princeton.edu/wn31/cow+pasture-n,1,http://wordnet-rdf.princeton.edu/wn31/108565043-n,0,http://wordnet-rdf.princeton.edu/wn31/108633625-n,,,,,,,,,,,,,,,,,,,,,,,,
pv378,cow town,,,,http://wordnet-rdf.princeton.edu/wn31/cow+town-n,1,http://wordnet-rdf.princeton.edu/wn31/108689120-n,0,http://wordnet-rdf.princeton.edu/wn31/108683242-n,,,,,,,,,,,,,,,,,,,,,,,,
pv379,cowbarn,,,,http://wordnet-rdf.princeton.edu/wn31/cowbarn-n,1,http://wordnet-rdf.princeton.edu/wn31/103128460-n,0,http://wordnet-rdf.princeton.edu/wn31/102796518-n,,,,,,,,,,,,,,,,,,,,,,,,
pv380,cowhouse,,,,http://wordnet-rdf.princeton.edu/wn31/cowhouse-n,1,http://wordnet-rdf.princeton.edu/wn31/103128460-n,0,http://wordnet-rdf.princeton.edu/wn31/102796518-n,,,,,,,,,,,,,,,,,,,,,,,,
pv381,cowshed,,,,http://wordnet-rdf.princeton.edu/wn31/cowshed-n,1,http://wordnet-rdf.princeton.edu/wn31/103128460-n,0,http://wordnet-rdf.princeton.edu/wn31/102796518-n,,,,,,,,,,,,,,,,,,,,,,,,
pv382,cowtown,,,,http://wordnet-rdf.princeton.edu/wn31/cowtown-n,1,http://wordnet-rdf.princeton.edu/wn31/108689120-n,0,http://wordnet-rdf.princeton.edu/wn31/108683242-n,,,,,,,,,,,,,,,,,,,,,,,,
pv383,crag,,,,http://wordnet-rdf.princeton.edu/wn31/crag-n,1,http://wordnet-rdf.princeton.edu/wn31/109281931-n,1,http://wordnet-rdf.princeton.edu/wn31/109269370-n,,,,,,,,,,,,,,,,,,,,,,,,
pv384,crater,crater(s),http://www.geonames.org/ontology#T.CRTR,http://www.geonames.org/ontology#T,http://wordnet-rdf.princeton.edu/wn31/crater-n,2,http://wordnet-rdf.princeton.edu/wn31/109282125-n,0,http://wordnet-rdf.princeton.edu/wn31/109388914-n,,,,http://wordnet-rdf.princeton.edu/wn31/109495543-n,0,http://wordnet-rdf.princeton.edu/wn31/109310874-n,,,,,,,,,,,,,,,,,,
pv385,crater lake,crater lake,http://www.geonames.org/ontology#H.LKC,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv386,crater lakes,crater lakes,http://www.geonames.org/ontology#H.LKSC,http://www.geonames.org/ontology#H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pv387,crazy house,,,,http://wordnet-rdf.princeton.edu/wn31/crazy+house-n,1,http://wordnet-rdf.princeton.edu/wn31/102823933-n,0,http://wordnet-rdf.princeton.edu/wn31/103752065-n,,,,,,,,,,,,,,,,,,,,,,,,
pv388,creche,,,,http://wordnet-rdf.princeton.edu/wn31/creche-n,2,http://wordnet-rdf.princeton.edu/wn31/103134122-n,1,http://wordnet-rdf.princeton.edu/wn31/103545775-n,,,,,,,,,,,,,,,,,,,,,,,,
pv389,creek,,,,http://wordnet-rdf.princeton.edu/wn31/creek-n,1,http://wordnet-rdf.princeton.edu/wn31/109252316-n,7,http://wordnet-rdf.princeton.edu/wn31/109471510-n,,,,,,,,,,,,,,,,,,,,,,,,
pv390,creek bed,,,,http://wordnet-rdf.princeton.edu/wn31/creek+bed-n,1,http://wordnet-rdf.princeton.edu/wn31/109471839-n,0,http://wordnet-rdf.princeton.edu/wn31/109240545-n,,,,,,,,,,,,,,,,,,,,,,,,
pv391,crematorium,,,,http://wordnet-rdf.princeton.edu/wn31/crematorium-n,2,http://wordnet-rdf.princeton.edu/wn31/103134884-n,0,http://wordnet-rdf.princeton.edu/wn31/103791032-n,,,,,,,,,,,,,,,,,,,,,,,,
pv392,crematory,,,,http://wordnet-rdf.princeton.edu/wn31/crematory-n,2,http://wordnet-rdf.princeton.edu/wn31/103134884-n,0,http://wordnet-rdf.princeton.edu/wn31/103791032-n,,,,,,,,,,,,,,,,,,,,,,,,
pv393,crest,,,,http://wordnet-rdf.princeton.edu/wn31/crest-n,5,http://wordnet-rdf.princeton.edu/wn31/108635538-n,3,http://wordnet-rdf.princeton.edu/wn31/108682181-n,,,,,,,,,,,,,,,,,,,,,,,,
pv394,crossing,,,,http://wordnet-rdf.princeton.edu/wn31/crossing-n,7,http://wordnet-rdf.princeton.edu/wn31/109306529-n,0,http://wordnet-rdf.princeton.edu/wn31/109248053-n,,,,http://wordnet-rdf.princeton.edu/wn31/103586294-n,0,http://wordnet-rdf.princeton.edu/wn31/103610935-n,,,,,,,,,,,,,,,,,,
pv395,crossroad,,,,http://wordnet-rdf.princeton.edu/wn31/crossroad-n,1,http://wordnet-rdf.princeton.edu/wn31/103586294-n,1,http://wordnet-rdf.princeton.edu/wn31/103610935-n,,,,,,,,,,,,,,,,,,,,,,,,
pv396,crossway,,,,http://wordnet-rdf.princeton.edu/wn31/crossway-n,1,http://wordnet-rdf.princeton.edu/wn31/103586294-n,0,http://wordnet-rdf.princeton.edu/wn31/103610935-n,,,,,,,,,,,,,,,,,,,,,,,,
